Ensayo, Estimulo, Comparacion, SignallPosition, Respuesta, Eleccion, OpcionPredicha, RTime1, RTime2, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, 
0,43,1 AS-AN,Right,left,AN,0,2.038408041,1.03717708588,0,0,0,0,1,1,1,1
1,34,1 AS-AN,Left,right,AN,0,2.038408041,1.03717708588,0,0,0,0,1,2,1,2
2,100,2 AS-BN,Right,left,BN,0,2.038408041,1.03717708588,0,0,0,0,1,3,1,3
3,10,1 AS-AN,Left,right,AN,0,2.038408041,1.03717708588,0,0,0,0,1,4,1,4
4,170,4 BS-AN,Left,right,AN,0,2.038408041,1.03717708588,0,0,0,0,1,5,1,5
5,156,4 BS-AN,Right,left,AN,0,2.038408041,1.03717708588,0,0,0,0,1,6,1,6
6,98,2 AS-BN,Left,right,BN,0,2.038408041,1.03717708588,0,0,0,0,1,7,1,7
7,84,3 BS-BN,Right,right,BS,1,2.038408041,1.03717708588,1,1,1,1,0,7,0,7
8,125,2 AS-BN,Left,left,AS,1,2.038408041,1.03717708588,1,2,1,2,0,7,0,7
9,150,4 BS-AN,Left,left,BS,1,2.038408041,1.03717708588,1,3,1,3,0,7,0,7
10,162,4 BS-AN,Left,left,BS,1,2.038408041,1.03717708588,1,4,1,4,0,7,0,7
11,36,1 AS-AN,Right,right,AS,1,2.038408041,1.03717708588,1,5,1,5,0,7,0,7
12,27,1 AS-AN,Right,left,AN,0,2.038408041,1.03717708588,0,5,0,5,1,8,1,8
13,159,4 BS-AN,Right,left,AN,0,2.038408041,1.03717708588,0,5,0,5,1,9,1,9
14,173,4 BS-AN,Left,left,BS,1,2.038408041,1.03717708588,1,6,1,6,0,9,0,9
15,13,1 AS-AN,Left,left,AS,1,2.038408041,1.03717708588,1,7,1,7,0,9,0,9
16,148,4 BS-AN,Right,left,AN,0,2.038408041,1.03717708588,0,7,0,7,1,10,1,10
17,8,1 AS-AN,Right,right,AS,1,2.038408041,1.03717708588,1,8,1,8,0,10,0,10
18,68,3 BS-BN,Right,right,BS,1,2.038408041,1.03717708588,1,9,1,9,0,10,0,10
19,140,2 AS-BN,Right,left,BN,0,2.038408041,1.03717708588,0,9,0,9,1,11,1,11
20,95,3 BS-BN,Right,left,BN,0,2.038408041,1.03717708588,0,9,0,9,1,12,1,12
21,172,4 BS-AN,Right,right,BS,1,2.038408041,1.03717708588,1,10,1,10,0,12,0,12
22,121,2 AS-BN,Left,left,AS,1,2.038408041,1.03717708588,1,11,1,11,0,12,0,12
23,153,4 BS-AN,Left,left,BS,1,2.038408041,1.03717708588,1,12,1,12,0,12,0,12
24,53,3 BS-BN,Left,left,BS,1,2.038408041,1.03717708588,1,13,1,13,0,12,0,12
25,122,2 AS-BN,Left,left,AS,1,2.038408041,1.03717708588,1,14,1,14,0,12,0,12
26,111,2 AS-BN,Right,left,BN,0,2.038408041,1.03717708588,0,14,0,14,1,13,1,13
27,108,2 AS-BN,Right,right,AS,1,2.038408041,1.03717708588,1,15,1,15,0,13,0,13
28,1,1 AS-AN,Left,right,AN,0,2.038408041,1.03717708588,0,15,0,15,1,14,1,14
29,183,4 BS-AN,Right,right,BS,1,2.038408041,1.03717708588,1,16,1,16,0,14,0,14
30,58,3 BS-BN,Left,right,BN,0,2.038408041,1.03717708588,0,16,0,16,1,15,1,15
31,102,2 AS-BN,Left,right,BN,0,2.038408041,1.03717708588,0,16,0,16,1,16,1,16
32,110,2 AS-BN,Left,left,AS,1,2.038408041,1.03717708588,1,17,1,17,0,16,0,16
33,184,4 BS-AN,Right,left,AN,0,2.038408041,1.03717708588,0,17,0,17,1,17,1,17
34,117,2 AS-BN,Left,left,AS,1,2.038408041,1.03717708588,1,18,1,18,0,17,0,17
35,191,4 BS-AN,Right,left,AN,0,2.038408041,1.03717708588,0,18,0,18,1,18,1,18
36,92,3 BS-BN,Right,left,BN,0,2.038408041,1.03717708588,0,18,0,18,1,19,1,19
37,15,1 AS-AN,Right,left,AN,0,2.038408041,1.03717708588,0,18,0,18,1,20,1,20
38,189,4 BS-AN,Left,left,BS,1,2.038408041,1.03717708588,1,19,1,19,0,20,0,20
39,109,2 AS-BN,Left,left,AS,1,2.038408041,1.03717708588,1,20,1,20,0,20,0,20
40,181,4 BS-AN,Left,right,AN,0,2.038408041,1.03717708588,0,20,0,20,1,21,1,21
41,31,1 AS-AN,Right,left,AN,0,2.038408041,1.03717708588,0,20,0,20,1,22,1,22
42,126,2 AS-BN,Left,right,BN,0,2.038408041,1.03717708588,0,20,0,20,1,23,1,23
43,177,4 BS-AN,Left,right,AN,0,2.038408041,1.03717708588,0,20,0,20,1,24,1,24
44,83,3 BS-BN,Right,right,BS,1,2.038408041,1.03717708588,1,21,1,21,0,24,0,24
45,77,3 BS-BN,Left,right,BN,0,2.038408041,1.03717708588,0,21,0,21,1,25,1,25
46,67,3 BS-BN,Right,right,BS,1,2.038408041,1.03717708588,1,22,1,22,0,25,0,25
47,19,1 AS-AN,Right,right,AS,1,2.038408041,1.03717708588,1,23,1,23,0,25,0,25
48,30,1 AS-AN,Left,right,AN,0,2.038408041,1.03717708588,0,23,0,23,1,26,1,26
49,103,2 AS-BN,Right,left,BN,0,2.038408041,1.03717708588,0,23,0,23,1,27,1,27
50,149,4 BS-AN,Left,left,BS,1,2.038408041,1.03717708588,1,24,1,24,0,27,0,27
51,73,3 BS-BN,Left,left,BS,1,2.038408041,1.03717708588,1,25,1,25,0,27,0,27
