Ensayo, Estimulo, Comparacion, SignallPosition, Respuesta, Eleccion, Correcto, OpcionPredicha, Aciertos, Errores, RTime1, RTime2, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, 
0,137,5 AS-BS,Both,right,BS,NA,0,0,0,3.33861804008,1.3373939991,NA,0,NA,0,NA,0,NA,0
1,61,3 BS-BN,Left,left,BS,1,1,1,0,2.13552308083,0.134779930115,1,1,1,1,0,0,0,0
2,37,3 BS-BN,Left,left,BS,1,1,2,0,2.13560199738,0.134849071503,1,2,1,2,0,0,0,0
3,20,1 AS-AN,Right,right,AS,1,1,3,0,2.63700604439,0.636600971222,1,3,1,3,0,0,0,0
4,102,4 BS-AN,Right,right,BS,1,1,4,0,2.13592386246,0.135544776917,1,4,1,4,0,0,0,0
5,45,3 BS-BN,Left,left,BS,1,1,5,0,2.13587093353,0.135422945023,1,5,1,5,0,0,0,0
6,130,5 AS-BS,Both,right,AS,NA,1,5,0,2.73734784126,0.736956834793,NA,5,NA,5,NA,0,NA,0
7,73,2 AS-BN,Left,left,AS,1,1,6,0,2.1358320713,0.135390996933,1,6,1,6,0,0,0,0
8,5,1 AS-AN,Left,left,AS,1,1,7,0,2.1188249588,0.118394851685,1,7,1,7,0,0,0,0
9,7,1 AS-AN,Left,left,AS,1,1,8,0,2.13551783562,0.134435176849,1,8,1,8,0,0,0,0
10,90,2 AS-BN,Right,right,AS,1,1,9,0,2.11881303787,0.118416786194,1,9,1,9,0,0,0,0
11,56,3 BS-BN,Right,right,BS,1,1,10,0,2.33657097816,0.335201978683,1,10,1,10,0,0,0,0
12,59,3 BS-BN,Left,right,BN,0,0,10,1,2.13786911964,0.137376070023,0,10,0,10,1,1,1,1
13,36,3 BS-BN,Right,left,BN,0,0,10,2,2.11878609657,0.118311882019,0,10,0,10,1,2,1,2
14,129,5 AS-BS,Both,right,BS,NA,0,10,2,2.118724823,0.118374109268,NA,10,NA,10,NA,2,NA,2
15,149,5 AS-BS,Both,right,BS,NA,0,10,2,2.13607811928,0.134742975235,NA,10,NA,10,NA,2,NA,2
