Ensayo, Estimulo, Comparacion, SignallPosition, Respuesta, Eleccion, OpcionPredicha, RTime1, RTime2, Color, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, 
0,288,6 AN-BN,None,right,AN,0,1.13452410698,0.134005069733,Purpura,NA,0,NA,0,NA,0,NA,0
