Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits,, Rechazos,, Falsas alarmas,, Omisiones,, 
94,7,n,1,93,2,False,162,1,80,False,3,False,6,
152,7,n,1,150,3,False,,1,,False,,False,,
154,7,n,1,152,3,False,,1,,False,,False,,
176,7,n,1,174,3,False,,1,,False,,False,,
258,7,n,1,252,7,False,,1,,False,,False,,
263,7,n,1,257,7,False,,1,,False,,False,,
286,7,n,1,280,7,False,,1,,False,,False,,
15,8,n,1,16,0,False,,1,,False,,False,,
122,8,n,1,120,3,False,,1,,False,,False,,
196,8,n,1,190,7,False,,1,,False,,False,,
239,8,n,1,233,7,False,,1,,False,,False,,
310,8,n,1,303,8,False,,1,,False,,False,,
319,8,n,1,312,8,False,,1,,False,,False,,
327,8,n,1,319,9,False,,1,,False,,False,,
43,9,n,1,44,0,False,,1,,False,,False,,
72,9,n,1,71,2,False,,1,,False,,False,,
109,9,n,1,108,2,False,,1,,False,,False,,
120,9,n,1,118,3,False,,1,,False,,False,,
189,9,n,1,186,4,False,,1,,False,,False,,
208,9,n,1,202,7,False,,1,,False,,False,,
321,9,n,1,314,8,False,,1,,False,,False,,
1,10,n,1,2,0,False,,1,,False,,False,,
35,10,n,1,36,0,False,,1,,False,,False,,
197,10,n,1,191,7,False,,1,,False,,False,,
218,10,n,1,212,7,False,,1,,False,,False,,
230,10,n,1,224,7,False,,1,,False,,False,,
271,10,n,1,265,7,False,,1,,False,,False,,
296,10,n,1,290,7,False,,1,,False,,False,,
87,11,n,1,86,2,False,,1,,False,,False,,
95,11,n,1,94,2,False,,1,,False,,False,,
113,11,n,1,112,2,False,,1,,False,,False,,
125,11,n,1,123,3,False,,1,,False,,False,,
203,11,n,1,197,7,False,,1,,False,,False,,
300,11,s,False,293,8,False,,False,,1,,False,,
315,11,n,1,308,8,False,,1,,False,,False,,
36,12,n,1,37,0,False,,1,,False,,False,,
48,12,n,1,49,0,False,,1,,False,,False,,
117,12,s,False,115,3,False,,False,,1,,False,,
139,12,n,1,137,3,False,,1,,False,,False,,
198,12,n,1,192,7,False,,1,,False,,False,,
248,12,n,1,242,7,False,,1,,False,,False,,
306,12,n,1,299,8,False,,1,,False,,False,,
53,13,n,False,53,1,False,,False,,False,,1,,
84,13,s,1,83,2,1,,False,,False,,False,,
88,13,s,1,87,2,1,,False,,False,,False,,
147,13,s,1,145,3,1,,False,,False,,False,,
150,13,s,1,148,3,1,,False,,False,,False,,
256,13,s,1,250,7,1,,False,,False,,False,,
318,13,s,1,311,8,1,,False,,False,,False,,
44,14,s,1,45,0,1,,False,,False,,False,,
68,14,s,1,67,2,1,,False,,False,,False,,
160,14,s,1,158,3,1,,False,,False,,False,,
209,14,s,1,203,7,1,,False,,False,,False,,
276,14,s,1,270,7,1,,False,,False,,False,,
323,14,s,1,315,9,1,,False,,False,,False,,
335,14,s,1,327,9,1,,False,,False,,False,,
12,15,s,1,13,0,1,,False,,False,,False,,
