Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, 
0,474,s,True,1,0,True,1,False,0,False,0,False,0,5,
1,543,s,True,2,0,True,2,False,0,False,0,False,0,5,
2,2,s,True,3,0,True,3,False,0,False,0,False,0,5,
3,743,s,False,3,1,False,3,False,0,True,1,False,0,5,
4,511,s,True,4,1,True,4,False,0,False,1,False,0,5,
5,254,s,False,4,2,False,4,False,0,True,2,False,0,5,
6,488,s,True,5,2,True,5,False,0,False,2,False,0,5,
7,123,s,True,6,2,True,6,False,0,False,2,False,0,5,
8,268,s,False,6,3,False,6,False,0,True,3,False,0,5,
9,57,n,False,6,4,False,6,False,0,False,3,True,1,3,
10,93,s,True,7,4,True,7,False,0,False,3,False,1,5,
11,394,s,False,7,5,False,7,False,0,True,4,False,1,5,
12,639,s,False,7,6,False,7,False,0,True,5,False,1,5,
13,136,s,True,8,6,True,8,False,0,False,5,False,1,5,
14,440,s,True,9,6,True,9,False,0,False,5,False,1,5,
15,291,s,False,9,7,False,9,False,0,True,6,False,1,5,
16,91,n,False,9,8,False,9,False,0,False,6,True,2,3,
17,431,s,True,10,8,True,10,False,0,False,6,False,2,5,
18,561,n,False,10,9,False,10,False,0,False,6,True,3,3,
19,321,s,False,10,10,False,10,False,0,True,7,False,3,5,
20,37,s,True,11,10,True,11,False,0,False,7,False,3,5,
21,758,s,False,11,11,False,11,False,0,True,8,False,3,5,
22,225,n,True,12,11,False,11,True,1,False,8,False,3,3,
23,212,s,False,12,12,False,11,False,1,True,9,False,3,4,
24,564,s,True,13,12,True,12,False,1,False,9,False,3,5,
25,313,s,False,13,13,False,12,False,1,True,10,False,3,5,
26,33,s,True,14,13,True,13,False,1,False,10,False,3,5,
27,579,s,True,15,13,True,14,False,1,False,10,False,3,5,
28,218,s,False,15,14,False,14,False,1,True,11,False,3,4,
29,393,s,False,15,15,False,14,False,1,True,12,False,3,5,
30,154,s,True,16,15,True,15,False,1,False,12,False,3,4,
31,115,s,True,17,15,True,16,False,1,False,12,False,3,5,
32,309,n,True,18,15,False,16,True,2,False,12,False,3,3,
33,67,s,True,19,15,True,17,False,2,False,12,False,3,5,
34,189,n,False,19,16,False,17,False,2,False,12,True,4,3,
35,319,s,False,19,17,False,17,False,2,True,13,False,4,5,
36,693,s,False,19,18,False,17,False,2,True,14,False,4,5,
37,538,s,True,20,18,True,18,False,2,False,14,False,4,5,
38,381,s,False,20,19,False,18,False,2,True,15,False,4,6,
39,558,s,True,21,19,True,19,False,2,False,15,False,4,5,
40,590,s,True,22,19,True,20,False,2,False,15,False,4,5,
41,177,n,False,22,20,False,20,False,2,False,15,True,5,3,
42,800,s,False,22,21,False,20,False,2,True,16,False,5,5,
43,368,s,False,22,22,False,20,False,2,True,17,False,5,5,
44,267,n,True,23,22,False,20,True,3,False,17,False,5,3,
45,285,s,False,23,23,False,20,False,3,True,18,False,5,5,
46,120,s,True,24,23,True,21,False,3,False,18,False,5,5,
47,340,s,False,24,24,False,21,False,3,True,19,False,5,4,
48,654,s,False,24,25,False,21,False,3,True,20,False,5,5,
49,157,s,True,25,25,True,22,False,3,False,20,False,5,5,
50,119,s,True,26,25,True,23,False,3,False,20,False,5,5,
51,166,s,True,27,25,True,24,False,3,False,20,False,5,5,
52,707,s,False,27,26,False,24,False,3,True,21,False,5,5,
53,737,s,False,27,27,False,24,False,3,True,22,False,5,5,
54,158,s,True,28,27,True,25,False,3,False,22,False,5,5,
55,464,s,True,29,27,True,26,False,3,False,22,False,5,5,
56,219,s,False,29,28,False,26,False,3,True,23,False,5,5,
57,535,s,True,30,28,True,27,False,3,False,23,False,5,5,
58,185,n,False,30,29,False,27,False,3,False,23,True,6,3,
59,429,n,False,30,30,False,27,False,3,False,23,True,7,3,
60,622,s,False,30,31,False,27,False,3,True,24,False,7,5,
61,342,s,False,30,32,False,27,False,3,True,25,False,7,4,
62,98,s,True,31,32,True,28,False,3,False,25,False,7,4,
