558,2,n,0,377,182,0,190,0,187,0,92,1,90,3
472,4,s,1,313,160,1,158,0,155,0,81,0,79,5
607,5,n,0,416,192,0,210,0,206,0,99,1,93,1
653,6,n,0,448,206,0,230,0,218,0,106,1,100,3
530,8,s,1,356,175,1,179,0,177,0,89,0,86,4
410,12,s,1,266,145,1,139,0,127,0,75,0,70,4
660,13,n,0,454,207,0,234,0,220,0,106,1,101,2
562,15,s,1,381,182,1,192,0,189,0,92,0,90,4
750,19,s,1,523,228,1,266,0,257,0,115,0,113,4
633,22,n,0,435,199,0,220,0,215,0,103,1,96,3
621,24,s,1,429,193,1,217,0,212,0,99,0,94,6
787,26,s,1,551,237,1,278,0,273,0,120,0,117,6
519,27,n,0,348,172,0,175,0,173,0,87,1,85,3
623,28,n,0,429,195,0,217,0,212,0,100,1,95,3
496,33,s,1,334,163,1,170,0,164,0,82,0,81,5
637,35,n,0,437,201,0,221,0,216,0,103,1,98,1
719,39,n,0,497,223,0,253,0,244,0,112,1,111,3
412,41,s,1,267,146,1,140,0,127,0,75,0,71,5
763,44,s,1,532,232,1,270,0,262,0,117,0,115,6
553,47,s,1,373,181,1,187,0,186,0,92,0,89,4
517,50,s,1,347,171,1,175,0,172,0,87,0,84,6
766,52,s,1,533,234,1,271,0,262,0,118,0,116,6
554,53,s,1,374,181,1,188,0,186,0,92,0,89,4
730,58,s,1,507,224,1,258,0,249,0,112,0,112,6
658,60,s,1,453,206,1,233,0,220,0,106,0,100,5
476,62,s,1,317,160,1,162,0,155,0,81,0,79,4
434,63,s,1,285,150,1,146,0,139,0,76,0,74,5
459,64,s,1,302,158,1,155,0,147,0,79,0,79,6
657,68,s,1,452,206,1,232,0,220,0,106,0,100,5
793,69,s,1,556,238,1,280,0,276,0,120,0,118,5
548,70,s,1,368,181,1,185,0,183,0,92,0,89,5
507,72,s,1,341,167,1,173,0,168,0,84,0,83,4
777,73,n,0,542,236,0,274,0,268,0,119,1,117,2
678,74,s,1,469,210,1,242,0,227,0,106,0,104,5
612,76,s,1,421,192,1,212,0,209,0,99,0,93,5
636,79,n,0,437,200,0,221,0,216,0,103,1,97,1
572,80,s,1,389,184,1,198,0,191,0,93,0,91,6
710,84,s,1,493,218,1,252,0,241,0,110,0,108,5
420,85,n,0,274,147,0,140,0,134,0,75,1,72,1
436,87,n,0,286,151,0,146,0,140,0,76,1,75,1
650,90,s,1,446,205,1,228,0,218,0,106,0,99,6
453,92,n,0,298,156,0,152,0,146,0,78,1,78,2
797,94,s,1,560,238,1,282,0,278,0,120,0,118,5
645,97,s,1,442,204,1,225,0,217,0,105,0,99,5
614,98,s,1,423,192,1,213,0,210,0,99,0,93,6
561,99,s,1,380,182,1,191,0,189,0,92,0,90,5
568,100,s,1,385,184,1,194,0,191,0,93,0,91,5
565,104,s,1,383,183,1,193,0,190,0,92,0,91,5
500,107,s,1,336,165,1,171,0,165,0,83,0,82,6
741,110,s,1,516,226,1,264,0,252,0,114,0,112,6
477,112,s,1,318,160,1,163,0,155,0,81,0,79,6
475,115,s,1,316,160,1,161,0,155,0,81,0,79,4
505,116,n,0,340,166,0,172,0,168,0,83,1,83,3
652,117,s,1,448,205,1,230,0,218,0,106,0,99,4
661,119,s,1,455,207,1,235,0,220,0,106,0,101,5
670,120,n,0,462,209,0,238,0,224,0,106,1,103,3
617,124,s,1,426,192,1,215,0,211,0,99,0,93,6
759,125,s,1,529,231,1,267,0,262,0,117,0,114,6
611,126,s,1,420,192,1,211,0,209,0,99,0,93,6
550,128,s,1,370,181,1,186,0,184,0,92,0,89,4
544,129,s,1,364,181,1,183,0,181,0,92,0,89,6
717,131,n,0,497,221,0,253,0,244,0,112,1,109,3
624,132,s,1,430,195,1,218,0,212,0,100,0,95,6
651,133,s,1,447,205,1,229,0,218,0,106,0,99,5
456,134,s,1,300,157,1,153,0,147,0,79,0,78,6
464,135,s,1,306,159,1,157,0,149,0,80,0,79,6
569,138,s,1,386,184,1,195,0,191,0,93,0,91,6
445,139,s,1,292,154,1,151,0,141,0,77,0,77,5
587,140,n,0,399,189,0,203,0,196,0,97,1,92,3
729,141,s,1,506,224,1,257,0,249,0,112,0,112,6
556,143,s,1,376,181,1,190,0,186,0,92,0,89,5
784,144,s,1,549,236,1,276,0,273,0,119,0,117,6
581,145,s,1,395,187,1,202,0,193,0,96,0,91,5
769,146,s,1,536,234,1,272,0,264,0,118,0,116,6
727,147,s,1,504,224,1,255,0,249,0,112,0,112,6
495,148,s,1,333,163,1,169,0,164,0,82,0,81,6
538,150,s,1,361,178,1,182,0,179,0,90,0,88,6
762,157,s,1,531,232,1,269,0,262,0,117,0,115,6
771,162,s,1,538,234,1,273,0,265,0,118,0,116,6
599,166,s,1,409,191,1,207,0,202,0,99,0,92,6
692,169,s,1,482,211,1,247,0,235,0,107,0,104,6
402,171,s,1,260,143,1,135,0,125,0,75,0,68,6
478,172,s,1,319,160,1,164,0,155,0,81,0,79,6
585,173,s,1,398,188,1,203,0,195,0,97,0,91,6
575,174,s,1,390,186,1,199,0,191,0,95,0,91,6
485,175,s,1,324,162,1,167,0,157,0,81,0,81,6
723,176,s,1,501,223,1,254,0,247,0,112,0,111,6
405,178,s,1,262,144,1,136,0,126,0,75,0,69,6
701,179,s,1,487,215,1,249,0,238,0,109,0,106,6
605,180,s,1,415,191,1,210,0,205,0,99,0,92,6
