Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits,, Rechazos,, Falsas alarmas,, Omisiones,, 
47,7,n,1,45,3,False,163,1,79,False,5,False,5,
93,7,n,1,90,4,False,,1,,False,,False,,
124,7,n,1,119,6,False,,1,,False,,False,,
243,7,n,1,234,10,False,,1,,False,,False,,
276,7,n,1,265,12,False,,1,,False,,False,,
278,7,n,1,267,12,False,,1,,False,,False,,
281,7,n,1,270,12,False,,1,,False,,False,,
42,8,n,1,40,3,False,,1,,False,,False,,
50,8,n,1,48,3,False,,1,,False,,False,,
115,8,n,1,110,6,False,,1,,False,,False,,
191,8,n,1,182,10,False,,1,,False,,False,,
214,8,n,1,205,10,False,,1,,False,,False,,
283,8,n,1,272,12,False,,1,,False,,False,,
300,8,n,1,289,12,False,,1,,False,,False,,
21,9,n,1,20,2,False,,1,,False,,False,,
29,9,n,1,28,2,False,,1,,False,,False,,
37,9,n,1,36,2,False,,1,,False,,False,,
63,9,n,1,61,3,False,,1,,False,,False,,
175,9,n,1,166,10,False,,1,,False,,False,,
250,9,n,1,241,10,False,,1,,False,,False,,
309,9,n,1,298,12,False,,1,,False,,False,,
58,10,n,1,56,3,False,,1,,False,,False,,
154,10,n,1,147,8,False,,1,,False,,False,,
230,10,n,1,221,10,False,,1,,False,,False,,
252,10,n,1,243,10,False,,1,,False,,False,,
293,10,n,1,282,12,False,,1,,False,,False,,
306,10,n,1,295,12,False,,1,,False,,False,,
334,10,n,1,323,12,False,,1,,False,,False,,
3,11,n,1,3,1,False,,1,,False,,False,,
38,11,n,1,37,2,False,,1,,False,,False,,
75,11,n,1,73,3,False,,1,,False,,False,,
132,11,n,1,127,6,False,,1,,False,,False,,
220,11,n,1,211,10,False,,1,,False,,False,,
222,11,n,1,213,10,False,,1,,False,,False,,
285,11,n,1,274,12,False,,1,,False,,False,,
99,12,n,1,96,4,False,,1,,False,,False,,
118,12,n,1,113,6,False,,1,,False,,False,,
129,12,n,1,124,6,False,,1,,False,,False,,
182,12,n,1,173,10,False,,1,,False,,False,,
261,12,n,1,251,11,False,,1,,False,,False,,
323,12,n,1,312,12,False,,1,,False,,False,,
331,12,n,1,320,12,False,,1,,False,,False,,
13,13,s,1,12,2,1,,False,,False,,False,,
71,13,s,1,69,3,1,,False,,False,,False,,
73,13,s,1,71,3,1,,False,,False,,False,,
149,13,s,1,143,7,1,,False,,False,,False,,
217,13,s,1,208,10,1,,False,,False,,False,,
254,13,s,1,245,10,1,,False,,False,,False,,
291,13,s,1,280,12,1,,False,,False,,False,,
44,14,s,1,42,3,1,,False,,False,,False,,
