Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits,, Rechazos,, Falsas alarmas,, Omisiones,, 
4,7,n,1,5,0,False,102,1,71,False,12,False,66,
16,7,n,1,13,4,False,,1,,False,,False,,
104,7,n,1,82,23,False,,1,,False,,False,,
133,7,n,1,106,28,False,,1,,False,,False,,
178,7,n,1,144,35,False,,1,,False,,False,,
312,7,n,1,237,76,False,,1,,False,,False,,
327,7,n,1,248,80,False,,1,,False,,False,,
39,8,n,1,31,9,False,,1,,False,,False,,
57,8,n,1,45,13,False,,1,,False,,False,,
59,8,n,1,47,13,False,,1,,False,,False,,
114,8,n,1,89,26,False,,1,,False,,False,,
121,8,n,1,95,27,False,,1,,False,,False,,
267,8,n,1,208,60,False,,1,,False,,False,,
328,8,n,1,249,80,False,,1,,False,,False,,
20,9,n,1,16,5,False,,1,,False,,False,,
80,9,n,1,62,19,False,,1,,False,,False,,
123,9,n,1,97,27,False,,1,,False,,False,,
249,9,n,1,192,58,False,,1,,False,,False,,
264,9,n,1,206,59,False,,1,,False,,False,,
318,9,n,1,243,76,False,,1,,False,,False,,
326,9,n,1,247,80,False,,1,,False,,False,,
138,10,n,1,110,29,False,,1,,False,,False,,
163,10,n,1,130,34,False,,1,,False,,False,,
183,10,n,1,149,35,False,,1,,False,,False,,
256,10,n,1,199,58,False,,1,,False,,False,,
272,10,n,1,213,60,False,,1,,False,,False,,
297,10,n,1,225,73,False,,1,,False,,False,,
332,10,n,1,252,81,False,,1,,False,,False,,
3,11,n,1,4,0,False,,1,,False,,False,,
100,11,n,1,78,23,False,,1,,False,,False,,
128,11,n,1,101,28,False,,1,,False,,False,,
134,11,n,1,107,28,False,,1,,False,,False,,
220,11,n,1,175,46,False,,1,,False,,False,,
314,11,n,1,239,76,False,,1,,False,,False,,
322,11,n,1,246,77,False,,1,,False,,False,,
30,12,n,1,25,6,False,,1,,False,,False,,
60,12,n,1,48,13,False,,1,,False,,False,,
64,12,n,1,52,13,False,,1,,False,,False,,
93,12,n,1,72,22,False,,1,,False,,False,,
136,12,n,1,108,29,False,,1,,False,,False,,
197,12,n,1,158,40,False,,1,,False,,False,,
315,12,n,1,240,76,False,,1,,False,,False,,
33,13,s,1,27,7,1,,False,,False,,False,,
35,13,s,1,28,8,1,,False,,False,,False,,
79,13,s,1,61,19,1,,False,,False,,False,,
109,13,s,1,85,25,1,,False,,False,,False,,
203,13,s,1,162,42,1,,False,,False,,False,,
231,13,s,1,180,52,1,,False,,False,,False,,
292,13,s,1,224,69,1,,False,,False,,False,,
0,14,s,1,1,0,1,,False,,False,,False,,
