Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits,, Rechazos,, Falsas alarmas,, Omisiones,, 
79,42,n,1,61,19,False,,1,,False,,False,,
118,42,n,1,95,24,False,,1,,False,,False,,
211,42,n,1,182,30,False,,1,,False,,False,,
236,42,n,1,206,31,False,,1,,False,,False,,
288,42,n,1,255,34,False,,1,,False,,False,,
16,43,n,1,10,7,False,,1,,False,,False,,
40,43,s,False,28,13,False,,False,,1,,False,,
144,43,n,1,118,27,False,,1,,False,,False,,
200,43,n,1,171,30,False,,1,,False,,False,,
215,43,n,1,186,30,False,,1,,False,,False,,
263,43,n,1,231,33,False,,1,,False,,False,,
277,43,n,1,244,34,False,,1,,False,,False,,
52,44,n,1,38,15,False,,1,,False,,False,,
115,44,n,1,93,23,False,,1,,False,,False,,
166,44,n,1,138,29,False,,1,,False,,False,,
170,44,n,1,141,30,False,,1,,False,,False,,
213,44,n,1,184,30,False,,1,,False,,False,,
224,44,n,1,194,31,False,,1,,False,,False,,
246,44,n,1,215,32,False,,1,,False,,False,,
33,45,n,1,24,10,False,,1,,False,,False,,
37,45,s,False,27,11,False,,False,,1,,False,,
248,45,n,1,217,32,False,,1,,False,,False,,
258,45,n,1,226,33,False,,1,,False,,False,,
265,45,n,1,233,33,False,,1,,False,,False,,
295,45,n,1,262,34,False,,1,,False,,False,,
299,45,n,1,266,34,False,,1,,False,,False,,
97,46,n,1,76,22,False,,1,,False,,False,,
129,46,n,1,105,25,False,,1,,False,,False,,
135,46,n,1,110,26,False,,1,,False,,False,,
163,46,n,1,135,29,False,,1,,False,,False,,
212,46,n,1,183,30,False,,1,,False,,False,,
216,46,n,1,187,30,False,,1,,False,,False,,
331,46,n,1,295,37,False,,1,,False,,False,,
80,47,n,1,62,19,False,,1,,False,,False,,
84,47,n,1,66,19,False,,1,,False,,False,,
131,47,n,1,107,25,False,,1,,False,,False,,
195,47,n,1,166,30,False,,1,,False,,False,,
238,47,n,1,208,31,False,,1,,False,,False,,
261,47,n,1,229,33,False,,1,,False,,False,,
334,47,n,1,298,37,False,,1,,False,,False,,
8,48,s,False,6,3,False,,False,,1,,False,,
23,48,n,1,17,7,False,,1,,False,,False,,
71,48,n,1,53,19,False,,1,,False,,False,,
82,48,n,1,64,19,False,,1,,False,,False,,
190,48,n,1,161,30,False,,1,,False,,False,,
198,48,n,1,169,30,False,,1,,False,,False,,
279,48,n,1,246,34,False,,1,,False,,False,,
