Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, Confidence, RTime1, RTime1b, RTime2, 
0,325,n,False,0,1,False,0,False,0,False,0,True,1,2,1.95767688751,0.457080841064,2.10615992546
