"","X.1","Ensayo","Estimulo","Respuesta","Correcto","Aciertos","Errores","Hits","ContadorH","Rechazos","ContadorR","Falsas.alarmas","ContadorF","Omisiones","ContadorM","Confidence","RTime1","RTime1b","RTime2","Color","X","facilidad","senal","tipo","choice","outcome","Exito","HR6","FR6","HR5","FR5","HR4","FR4","HR3","FR3","HR2","FR2","HR1","FR1"
"17",17,16,576,"n","True",6,11,"False",0,"True",6,"False",0,"False",11,1,2.3521258831,0.851609945297,0.701830863953,"Verde",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"18",18,17,556,"n","True",7,11,"False",0,"True",7,"False",0,"False",11,1,2.25324106216,0.752115011215,0.501310825348,"Naranja",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"19",19,18,615,"n","True",8,11,"False",0,"True",8,"False",0,"False",11,1,2.14795303345,0.646874904633,0.602504968643,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"20",20,19,273,"n","True",9,11,"False",0,"True",9,"False",0,"False",11,1,2.15288805962,0.651721954346,0.601717948914,"Naranja",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"21",21,20,14,"n","False",9,12,"False",0,"False",9,"False",0,"True",12,1,2.14932918549,0.648946046829,0.601521015167,"Naranja",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"22",22,21,307,"n","True",10,12,"False",0,"True",10,"False",0,"False",12,1,2.24123692513,0.7400867939,0.501645088196,"Azul",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"23",23,22,109,"n","False",10,13,"False",0,"False",10,"False",0,"True",13,1,2.75068283081,1.249532938,0.60156083107,"Azul",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"24",24,23,183,"n","True",11,13,"False",0,"True",11,"False",0,"False",13,1,1.8485660553,0.348283052444,0.802410125732,"Azul",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"25",25,24,400,"n","False",11,14,"False",0,"False",11,"False",0,"True",14,2,2.74900698662,1.24787688255,0.501334905624,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"26",26,25,63,"n","False",11,15,"False",0,"False",11,"False",0,"True",15,1,2.55372619629,1.05253314972,1.00290894508,"Verde",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"27",27,26,352,"n","False",11,16,"False",0,"False",11,"False",0,"True",16,1,2.44934010506,0.948190927505,0.601357936859,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"28",28,27,638,"n","True",12,16,"False",0,"True",12,"False",0,"False",16,2,2.75340890884,1.25276589394,1.90498900414,"Verde",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","1","0","1"
"29",29,28,115,"n","False",12,17,"False",0,"False",12,"False",0,"True",17,1,1.65407299995,0.152895927429,2.00501680374,"Purpura",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"30",30,29,427,"n","False",12,18,"False",0,"False",12,"False",0,"True",18,1,1.74824500084,0.247153997421,0.902673959732,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"31",31,30,196,"n","True",13,18,"False",0,"True",13,"False",0,"False",18,2,5.35971999168,3.85863804817,0.501267194748,"Azul",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","1","0","1"
"32",32,31,551,"n","True",14,18,"False",0,"True",14,"False",0,"False",18,3,5.05716109276,3.55638408661,1.40324807167,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","1","0","1","0","1"
"33",33,32,66,"n","False",14,19,"False",0,"False",14,"False",0,"True",19,2,2.55516505241,1.05443096161,0.501285076141,"Verde",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"34",34,33,394,"n","False",14,20,"False",0,"False",14,"False",0,"True",20,2,2.24968504906,0.748507976532,0.501858949661,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"35",35,34,445,"n","False",14,21,"False",0,"False",14,"False",0,"True",21,2,1.64656615257,0.145435094833,0.601511955261,"Purpura",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"36",36,35,586,"n","True",15,21,"False",0,"True",15,"False",0,"False",21,1,2.75010895729,1.24993801117,0.802447080612,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"37",37,36,468,"n","False",15,22,"False",0,"False",15,"False",0,"True",22,1,2.14787602425,0.646785974503,0.501653909683,"Purpura",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"38",38,37,105,"n","False",15,23,"False",0,"False",15,"False",0,"True",23,1,2.2485229969,0.747466087341,0.501811027527,"Purpura",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"39",39,38,518,"n","True",16,23,"False",0,"True",16,"False",0,"False",23,1,2.24881505966,0.747735023499,0.501487016678,"Verde",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"40",40,39,603,"n","True",17,23,"False",0,"True",17,"False",0,"False",23,1,2.45281195641,0.951821804047,0.501313924789,"Azul",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"41",41,40,349,"n","False",17,24,"False",0,"False",17,"False",0,"True",24,1,2.25091910362,0.750356197357,0.501285076141,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"42",42,41,169,"n","True",18,24,"False",0,"True",18,"False",0,"False",24,1,2.24926614761,0.748125076294,0.400998830795,"Purpura",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"43",43,42,230,"n","True",19,24,"False",0,"True",19,"False",0,"False",24,2,2.15264201164,0.651522159576,1.40378117561,"Purpura",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","1","0","1"
"44",44,43,56,"n","False",19,25,"False",0,"False",19,"False",0,"True",25,1,2.24850392342,0.747338056564,0.501154184341,"Naranja",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"45",45,44,397,"n","False",19,26,"False",0,"False",19,"False",0,"True",26,1,2.55056905746,1.04941391945,2.10517406464,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"46",46,45,150,"n","False",19,27,"False",0,"False",19,"False",0,"True",27,1,2.65308213234,1.15198707581,0.300831079483,"Purpura",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"47",47,46,500,"n","True",20,27,"False",0,"True",20,"False",0,"False",27,1,2.04914808273,0.548094987869,0.401348114014,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"48",48,47,420,"n","False",20,28,"False",0,"False",20,"False",0,"True",28,1,1.75084590912,0.250357151031,0.401216983795,"Verde",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"49",49,48,289,"n","True",21,28,"False",0,"True",21,"False",0,"False",28,1,2.15275096893,0.651551961899,0.502515077591,"Naranja",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"50",50,49,508,"n","True",22,28,"False",0,"True",22,"False",0,"False",28,2,2.65319681168,1.15234899521,0.501367092133,"Naranja",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","1","0","1"
"51",51,50,467,"n","False",22,29,"False",0,"False",22,"False",0,"True",29,1,2.14759993553,0.646425008774,0.802187919617,"Verde",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"52",52,51,239,"n","True",23,29,"False",0,"True",23,"False",0,"False",29,1,2.14815711975,0.647133111954,0.601932048798,"Verde",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"53",53,52,222,"n","True",24,29,"False",0,"True",24,"False",0,"False",29,1,2.15398311615,0.653800964355,0.501374006271,"Naranja",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"54",54,53,423,"n","False",24,30,"False",0,"False",24,"False",0,"True",30,1,2.24038386345,0.739285945892,0.601542949677,"Purpura",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"55",55,54,226,"n","True",25,30,"False",0,"True",25,"False",0,"False",30,1,1.65164709091,0.150512933731,0.401280879974,"Verde",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"56",56,55,114,"n","False",25,31,"False",0,"False",25,"False",0,"True",31,1,1.85211610794,0.351112127304,0.60146689415,"Verde",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"57",57,56,414,"n","False",25,32,"False",0,"False",25,"False",0,"True",32,1,2.35220384598,0.851496934891,0.501315832138,"Purpura",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"58",58,57,511,"n","True",26,32,"False",0,"True",26,"False",0,"False",32,1,2.45263195038,0.951918840408,0.401116132736,"Naranja",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"59",59,58,354,"n","False",26,33,"False",0,"False",26,"False",0,"True",33,1,2.15089702606,0.650197982788,0.601547002792,"Verde",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"60",60,59,162,"n","True",27,33,"False",0,"True",27,"False",0,"False",33,1,2.45363593102,0.952484130859,0.300799846649,"Verde",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"61",61,60,415,"n","False",27,34,"False",0,"False",27,"False",0,"True",34,1,2.45272922516,0.95200419426,0.200594186783,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"62",62,61,583,"n","True",28,34,"False",0,"True",28,"False",0,"False",34,1,2.25200605392,0.751173019409,0.401114940643,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"63",63,62,385,"n","False",28,35,"False",0,"False",28,"False",0,"True",35,2,3.35127496719,1.8500919342,1.50395822525,"Naranja",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"64",64,63,59,"n","False",28,36,"False",0,"False",28,"False",0,"True",36,2,2.75434303284,1.25327086449,0.902498006821,"Naranja",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"65",65,64,141,"n","False",28,37,"False",0,"False",28,"False",0,"True",37,1,2.14931893349,0.648199081421,0.802056074142,"Azul",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"66",66,65,617,"n","True",29,37,"False",0,"True",29,"False",0,"False",37,1,2.44880390167,0.94775891304,0.701747894287,"Verde",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"67",67,66,240,"n","True",30,37,"False",0,"True",30,"False",0,"False",37,1,2.04052090645,0.539339065552,0.401352882385,"Purpura",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"68",68,67,629,"n","True",31,37,"False",0,"True",31,"False",0,"False",37,1,2.04788303375,0.546850204468,0.401579856873,"Naranja",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"69",69,68,402,"n","False",31,38,"False",0,"False",31,"False",0,"True",38,1,1.64742302895,0.146243095398,0.601409912109,"Verde",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"70",70,69,359,"n","False",31,39,"False",0,"False",31,"False",0,"True",39,1,2.04029583931,0.539215087891,0.501739025116,"Naranja",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"71",71,70,45,"n","False",31,40,"False",0,"False",31,"False",0,"True",40,1,1.94777393341,0.446609020233,0.301014900208,"Azul",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"72",72,71,157,"n","False",31,41,"False",0,"False",31,"False",0,"True",41,1,2.6539080143,1.15281200409,0.30086684227,"Azul",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"73",73,72,316,"n","True",32,41,"False",0,"True",32,"False",0,"False",41,1,1.75187420845,0.250780105591,0.70303606987,"Purpura",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"74",74,73,151,"n","False",32,42,"False",0,"False",32,"False",0,"True",42,2,3.55529880524,2.05417394638,0.902451992035,"Azul",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"75",75,74,628,"n","True",33,42,"False",0,"True",33,"False",0,"False",42,1,2.24982690811,0.748607873917,0.701867103577,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"76",76,75,64,"n","False",33,43,"False",0,"False",33,"False",0,"True",43,1,1.65065407753,0.149573087692,0.401068925858,"Purpura",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"77",77,76,185,"n","True",34,43,"False",0,"True",34,"False",0,"False",43,1,2.2535610199,0.752451896667,0.401216030121,"Purpura",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"78",78,77,547,"n","True",35,43,"False",0,"True",35,"False",0,"False",43,1,1.85138106346,0.350602865219,0.501304149628,"Verde",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"79",79,78,154,"n","False",35,44,"False",0,"False",35,"False",0,"True",44,1,1.65153694153,0.150463104248,0.200577974319,"Azul",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"80",80,79,361,"n","False",35,45,"False",0,"False",35,"False",0,"True",45,2,3.05044412613,1.5493710041,0.401152133942,"Purpura",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"81",81,80,463,"n","False",35,46,"False",0,"False",35,"False",0,"True",46,1,1.84733700752,0.346215963364,0.802000999451,"Naranja",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"82",82,81,484,"n","True",36,46,"False",0,"True",36,"False",0,"False",46,1,1.65111899376,0.149989128113,0.10046005249,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"83",83,82,355,"n","False",36,47,"False",0,"False",36,"False",0,"True",47,2,2.43942213058,0.938366889954,0.601647138596,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"84",84,83,382,"n","False",36,48,"False",0,"False",36,"False",0,"True",48,2,1.95124197006,0.450710773468,0.601759910583,"Naranja",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"85",85,84,532,"n","True",37,48,"False",0,"True",37,"False",0,"False",48,1,2.85051584244,1.34942984581,0.501442193985,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"86",86,85,571,"n","True",38,48,"False",0,"True",38,"False",0,"False",48,1,4.25702309608,2.75623416901,0.601647853851,"Azul",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"87",87,86,156,"n","False",38,49,"False",0,"False",38,"False",0,"True",49,1,5.66247487068,4.16132903099,1.00266599655,"Verde",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"88",88,87,244,"s","False",38,50,"False",0,"False",38,"True",1,"False",49,6,8.56387209892,7.06273913383,0.902400016785,"Azul",NA,"pocos","ruido","1 AN",1,1,0,"0","1","0","1","0","1","0","1","0","1","0","1"
"89",89,88,568,"n","True",39,50,"False",0,"True",39,"False",1,"False",49,2,2.24811196327,0.746984958649,0.701723098755,"Azul",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","1","0","1"
"90",90,89,375,"n","False",39,51,"False",0,"False",39,"False",1,"True",50,1,3.45152711868,1.95099210739,0.802936077118,"Naranja",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"91",91,90,76,"n","False",39,52,"False",0,"False",39,"False",1,"True",51,2,2.85059285164,1.34954380989,0.702419996262,"Verde",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"92",92,91,136,"s","True",40,52,"True",1,"False",39,"False",1,"False",51,6,3.35655808449,1.85537314415,1.80437707901,"Naranja",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"93",93,92,407,"s","True",41,52,"True",2,"False",39,"False",1,"False",51,6,6.65880799294,5.15770602226,0.501273870468,"Naranja",NA,"muchos","senal","3 BS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"94",94,93,561,"s","False",41,53,"False",2,"False",39,"True",2,"False",51,6,4.65320301056,3.1520318985,1.90481495857,"Azul",NA,"muchos","ruido","2 BN",1,1,0,"0","1","0","1","0","1","0","1","0","1","0","1"
"95",95,94,368,"n","False",41,54,"False",2,"False",39,"False",2,"True",52,2,2.75063490868,1.24953198433,0.802605867386,"Azul",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"96",96,95,585,"n","True",42,54,"False",2,"True",40,"False",2,"False",52,2,2.74922513962,1.24802112579,0.501304864883,"Verde",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","1","0","1"
"97",97,96,619,"n","True",43,54,"False",2,"True",41,"False",2,"False",52,2,3.65043997765,2.14928102493,0.401835918427,"Azul",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","1","0","1"
"98",98,97,33,"s","True",44,54,"True",3,"False",41,"False",2,"False",52,6,3.25506711006,1.75396490097,0.601562976837,"Naranja",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"99",99,98,431,"n","False",44,55,"False",3,"False",41,"False",2,"True",53,2,1.74749493599,0.246425867081,1.40395212173,"Naranja",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"100",100,99,525,"n","True",45,55,"False",3,"True",42,"False",2,"False",53,1,1.74831700325,0.247117042542,1.60407185555,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"101",101,100,129,"s","True",46,55,"True",4,"False",42,"False",2,"False",53,6,2.85525989532,1.35419392586,0.801804065704,"Naranja",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"102",102,101,604,"n","True",47,55,"False",4,"True",43,"False",2,"False",53,1,1.94977712631,0.449454069138,1.40342092514,"Naranja",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"103",103,102,22,"n","False",47,56,"False",4,"False",43,"False",2,"True",54,1,2.24846982956,0.748302936554,0.501526117325,"Purpura",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"104",104,103,564,"n","True",48,56,"False",4,"True",44,"False",2,"False",54,2,3.2515809536,1.75048899651,0.602006912231,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","1","0","1"
"105",105,104,89,"n","False",48,57,"False",4,"False",44,"False",2,"True",55,2,2.3543908596,0.853332042694,0.501879930496,"Purpura",NA,"pocos","senal","4 AS",0,2,0,"0","0","0","0","0","0","0","0","1","0","1","0"
"106",106,105,447,"s","True",49,57,"True",5,"False",44,"False",2,"False",55,5,2.85012292862,1.34894514084,0.801932096481,"Naranja",NA,"muchos","senal","3 BS",1,4,1,"0","0","1","0","1","0","1","0","1","0","1","0"
"107",107,106,83,"s","True",50,57,"True",6,"False",44,"False",2,"False",55,6,4.45684409142,2.95564889908,1.10265517235,"Purpura",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"108",108,107,313,"n","True",51,57,"False",6,"True",45,"False",2,"False",55,1,1.6526620388,0.151499986649,0.60188794136,"Purpura",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"109",109,108,131,"s","True",52,57,"True",7,"False",45,"False",2,"False",55,6,3.35567617416,1.8546230793,0.601539850235,"Purpura",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"110",110,109,237,"n","True",53,57,"False",7,"True",46,"False",2,"False",55,1,1.64091801643,0.139771938324,1.20336103439,"Azul",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"111",111,110,493,"n","True",54,57,"False",7,"True",47,"False",2,"False",55,1,1.64929509163,0.14813709259,0.501274824142,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"112",112,111,475,"s","True",55,57,"True",8,"False",47,"False",2,"False",55,6,3.15492892265,1.65404701233,1.5037009716,"Azul",NA,"muchos","senal","3 BS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"113",113,112,596,"n","True",56,57,"False",8,"True",48,"False",2,"False",55,1,2.84976506233,1.34860897064,0.401187181473,"Purpura",NA,"muchos","ruido","2 BN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"114",114,113,137,"s","True",57,57,"True",9,"False",48,"False",2,"False",55,6,2.34893202782,0.847798109055,1.00304484367,"Purpura",NA,"pocos","senal","4 AS",1,4,1,"1","0","1","0","1","0","1","0","1","0","1","0"
"115",115,114,269,"n","True",58,57,"False",9,"True",49,"False",2,"False",55,1,1.65174388885,0.150645971298,1.10294413567,"Azul",NA,"pocos","ruido","1 AN",0,3,1,"0","0","0","0","0","0","0","0","0","0","0","1"
"116",116,115,595,"s","False",58,58,"False",9,"False",49,"True",3,"False",55,6,2.24835300446,0.74730682373,1.1029779911,"Verde",NA,"muchos","ruido","2 BN",1,1,0,"0","1","0","1","0","1","0","1","0","1","0","1"
"117",117,116,377,"n","False",58,59,"False",9,"False",49,"False",3,"True",56,1,2.95386791229,1.45306801796,0.802114009857,"Purpura",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
"118",118,117,399,"n","False",58,60,"False",9,"False",49,"False",3,"True",57,1,1.64691090584,0.146320104599,1.60385990143,"Purpura",NA,"muchos","senal","3 BS",0,2,0,"0","0","0","0","0","0","0","0","0","0","1","0"
