Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, 
0,22,n,True,1,0,
1,2,n,True,2,0,
2,14,s,True,3,0,
3,24,n,True,4,0,
4,10,n,True,5,0,
0,8,n,True,1,0,
1,16,s,True,2,0,
2,16,s,True,3,0,
3,16,s,True,4,0,
4,19,n,True,5,0,
