Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, 
0,23,s,False,0,1,
1,8,s,False,0,2,
2,29,n,True,1,2,
3,23,n,True,2,2,
4,5,n,True,3,2,
0,15,n,True,0,
1,2,n,True,0,
2,3,n,True,0,
3,22,n,True,0,
4,1,n,True,0,
