Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, 
0,28,n,True,1,0,
1,20,s,False,1,1,
2,19,n,True,2,1,
3,9,s,False,2,2,
4,6,n,True,3,2,
0,26,n,True,0,
1,10,n,True,0,
2,3,n,True,0,
3,15,s,True,0,
4,7,n,True,0,
