Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, 
0,4,n,True,1,0,
1,42,n,True,2,0,
2,43,n,True,3,0,
3,18,n,False,3,1,
4,48,n,True,4,1,
5,20,n,False,4,2,
6,9,n,True,5,2,
7,32,n,False,5,3,
8,38,n,True,6,3,
9,1,n,True,7,3,
10,5,n,True,8,3,
11,19,n,False,8,4,
12,46,n,True,9,4,
13,22,n,False,9,5,
14,20,n,False,9,6,
15,22,n,False,9,7,
16,32,n,False,9,8,
17,25,n,False,9,9,
18,6,n,True,10,9,
19,4,n,True,11,9,
