Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, 
0,20,s,True,1,0,
1,21,n,False,1,1,
0,5,n,False,0,
1,13,s,False,0,
2,18,s,False,0,
3,33,s,False,0,
4,37,n,False,0,
5,18,n,False,0,
6,11,n,False,0,
7,18,n,False,0,
8,2,n,False,0,
9,32,n,False,0,
10,14,n,False,0,
11,33,n,False,0,
12,11,n,False,0,
13,25,n,False,0,
14,32,n,False,0,
15,12,n,False,0,
16,19,n,False,0,
17,10,n,False,0,
18,35,n,False,0,
19,8,n,False,0,
20,44,n,False,0,
21,46,n,False,0,
22,31,n,False,0,
23,5,n,False,0,
24,17,n,False,0,
25,29,n,False,0,
26,28,n,False,0,
27,24,n,False,0,
28,3,n,False,0,
29,20,n,False,0,
30,27,n,False,0,
31,44,n,False,0,
32,46,n,False,0,
33,1,n,False,0,
34,21,n,False,0,
35,20,n,False,0,
36,15,n,False,0,
37,29,n,False,0,
38,30,n,False,0,
39,44,n,False,0,
40,6,n,False,0,
41,39,n,False,0,
42,15,n,False,0,
43,32,n,False,0,
44,15,n,False,0,
45,13,n,False,0,
46,4,n,False,0,
47,39,n,False,0,
