Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits,, Rechazos,, Falsas alarmas,, Omisiones,, 
17,7,n,1,15,3,False,116,1,66,False,18,False,52,
26,7,n,1,22,5,False,,1,,False,,False,,
100,7,s,False,82,19,False,,False,,1,,False,,
124,7,n,1,101,24,False,,1,,False,,False,,
277,7,n,1,219,59,False,,1,,False,,False,,
307,7,n,1,244,64,False,,1,,False,,False,,
325,7,n,1,255,71,False,,1,,False,,False,,
154,8,n,1,124,31,False,,1,,False,,False,,
178,8,n,1,141,38,False,,1,,False,,False,,
185,8,n,1,147,39,False,,1,,False,,False,,
194,8,n,1,153,42,False,,1,,False,,False,,
239,8,s,False,190,50,False,,False,,1,,False,,
290,8,n,1,231,60,False,,1,,False,,False,,
294,8,s,False,234,61,False,,False,,1,,False,,
73,9,n,1,62,12,False,,1,,False,,False,,
79,9,n,1,67,13,False,,1,,False,,False,,
103,9,n,1,85,19,False,,1,,False,,False,,
266,9,s,False,212,55,False,,False,,1,,False,,
275,9,n,1,218,58,False,,1,,False,,False,,
284,9,n,1,226,59,False,,1,,False,,False,,
310,9,s,False,245,66,False,,False,,1,,False,,
46,10,n,1,37,10,False,,1,,False,,False,,
141,10,n,1,115,27,False,,1,,False,,False,,
191,10,n,1,150,42,False,,1,,False,,False,,
216,10,s,False,170,47,False,,False,,1,,False,,
242,10,n,1,193,50,False,,1,,False,,False,,
289,10,n,1,230,60,False,,1,,False,,False,,
301,10,n,1,238,64,False,,1,,False,,False,,
35,11,n,1,29,7,False,,1,,False,,False,,
133,11,n,1,108,26,False,,1,,False,,False,,
175,11,s,False,138,38,False,,False,,1,,False,,
192,11,n,1,151,42,False,,1,,False,,False,,
245,11,n,1,196,50,False,,1,,False,,False,,
255,11,s,False,205,51,False,,False,,1,,False,,
272,11,s,False,215,58,False,,False,,1,,False,,
69,12,n,1,58,12,False,,1,,False,,False,,
189,12,n,1,148,42,False,,1,,False,,False,,
228,12,n,1,181,48,False,,1,,False,,False,,
236,12,n,1,188,49,False,,1,,False,,False,,
256,12,n,1,206,51,False,,1,,False,,False,,
257,12,n,1,207,51,False,,1,,False,,False,,
261,12,n,1,208,54,False,,1,,False,,False,,
27,13,s,1,23,5,1,,False,,False,,False,,
168,13,n,False,134,35,False,,False,,False,,1,,
187,13,n,False,147,41,False,,False,,False,,1,,
265,13,s,1,212,54,1,,False,,False,,False,,
