Ensayo, Estimulo, Respuesta, Correcto, Aciertos, Errores, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, Confidence, RTime1, RTime1b, RTime2, Color, 
516,214,n,True,317,200,False,147,True,170,False,93,False,107,1,2.450132132,0.948954105,0.401048899,Purpura,
517,431,n,False,317,201,False,147,False,170,False,93,True,108,1,1.64735508,0.146239042,0.501328945,Naranja,
518,520,n,True,318,201,False,147,True,171,False,93,False,108,1,6.54970789,5.048592806,0.501870871,Azul,
519,475,n,False,318,202,False,147,False,171,False,93,True,109,1,2.251796961,0.751183987,0.401587963,Azul,
520,550,s,False,318,203,False,147,False,171,True,94,False,109,5,4.054919958,2.554563046,0.802080154,Verde,
521,609,n,True,319,203,False,147,True,172,False,94,False,109,2,3.250822067,1.749702215,0.300832987,Azul,
522,478,n,False,319,204,False,147,False,172,False,94,True,110,2,1.647293806,0.14611721,0.401087046,Azul,
523,610,n,True,320,204,False,147,True,173,False,94,False,110,2,1.749938011,0.249315023,0.501194,Naranja,
524,135,s,True,321,204,True,148,False,173,False,94,False,110,5,2.153012991,0.651908875,0.401153088,Azul,
525,293,n,True,322,204,False,148,True,174,False,94,False,110,1,1.652083874,0.150993109,1.503807068,Verde,
526,227,n,True,323,204,False,148,True,175,False,94,False,110,1,1.652603865,0.15227294,0.501286983,Purpura,
527,115,n,False,323,205,False,148,False,175,False,94,True,111,3,1.651612043,0.150475025,0.701585054,Purpura,
528,465,n,False,323,206,False,148,False,175,False,94,True,112,1,1.648256063,0.147047997,0.302397966,Azul,
529,120,n,False,323,207,False,148,False,175,False,94,True,113,1,2.248936176,0.747879028,0.40115118,Naranja,
530,558,n,True,324,207,False,148,True,176,False,94,False,113,1,1.648001909,0.14692688,3.408537865,Azul,
531,215,n,True,325,207,False,148,True,177,False,94,False,113,1,1.640661001,0.14000392,1.002841949,Azul,
532,548,s,False,325,208,False,148,False,177,True,95,False,113,5,1.649857044,0.148678064,0.401084185,Purpura,
533,191,n,True,326,208,False,148,True,178,False,95,False,113,1,1.651656151,0.150473118,0.801925898,Verde,
534,174,n,True,327,208,False,148,True,179,False,95,False,113,1,1.841204882,0.340067148,0.501316071,Naranja,
535,464,s,True,328,208,True,149,False,179,False,95,False,113,6,1.747695923,0.24657011,0.501615047,Verde,
536,240,n,True,329,208,False,149,True,180,False,95,False,113,1,1.640449047,0.139282942,0.300744057,Purpura,
537,578,s,False,329,209,False,149,False,180,True,96,False,113,6,1.651000977,0.150531054,2.005141974,Naranja,
538,355,n,False,329,210,False,149,False,180,False,96,True,114,2,3.652421951,2.151314974,1.504450798,Azul,
539,238,n,True,330,210,False,149,True,181,False,96,False,114,1,1.642206907,0.141054869,0.501640081,Naranja,
540,217,n,True,331,210,False,149,True,182,False,96,False,114,1,3.255726814,1.754548788,0.401743174,Purpura,
541,470,s,True,332,210,True,150,False,182,False,96,False,114,5,1.648081064,0.146895885,0.501466036,Verde,
542,345,n,False,332,211,False,150,False,182,False,96,True,115,3,1.645962,0.14545393,4.209978104,Purpura,
543,533,n,True,333,211,False,150,True,183,False,96,False,115,2,1.647130966,0.145981073,0.50158906,Naranja,
544,203,s,False,333,212,False,150,False,183,True,97,False,115,6,5.249648809,3.748513937,0.501456976,Naranja,
545,471,s,True,334,212,True,151,False,183,False,97,False,115,6,1.648141146,0.14705801,0.401278019,Purpura,
546,173,n,True,335,212,False,151,True,184,False,97,False,115,1,1.640322924,0.139207125,1.804149866,Azul,
547,407,s,True,336,212,True,152,False,184,False,97,False,115,4,1.646620035,0.145488977,0.802158117,Naranja,
548,122,s,True,337,212,True,153,False,184,False,97,False,115,6,1.650994062,0.149851084,0.501325846,Azul,
549,40,s,True,338,212,True,154,False,184,False,97,False,115,6,1.651659012,0.150620937,0.60165596,Naranja,
550,46,s,True,339,212,True,155,False,184,False,97,False,115,6,1.639775991,0.138640165,0.401036978,Naranja,
551,506,s,False,339,213,False,155,False,184,True,98,False,115,6,1.650347948,0.149955988,0.40115881,Purpura,
552,358,s,True,340,213,True,156,False,184,False,98,False,115,6,1.65042305,0.149853945,0.501355171,Purpura,
553,183,s,False,340,214,False,156,False,184,True,99,False,115,6,1.639493942,0.138385057,0.401352882,Azul,
554,428,n,False,340,215,False,156,False,184,False,99,True,116,1,1.651610136,0.150460958,0.501327038,Naranja,
555,380,n,False,340,216,False,156,False,184,False,99,True,117,1,2.552767038,1.052157879,0.401431084,Purpura,
556,277,n,True,341,216,False,156,True,185,False,99,False,117,1,1.853161812,0.352021217,0.401194096,Verde,
557,113,n,False,341,217,False,156,False,185,False,99,True,118,1,2.252954006,0.7517941,0.502899885,Naranja,
558,357,n,False,341,218,False,156,False,185,False,99,True,119,2,2.352509022,0.851923943,0.802092075,Verde,
559,381,s,True,342,218,True,157,False,185,False,99,False,119,6,2.047974825,0.547705889,0.50148201,Azul,
560,306,n,True,343,218,False,157,True,186,False,99,False,119,1,1.95232892,0.451246977,0.802353859,Verde,
561,117,n,False,343,219,False,157,False,186,False,99,True,120,2,3.150999069,1.649863005,1.004033804,Verde,
562,296,n,True,344,219,False,157,True,187,False,99,False,120,1,2.353410006,0.852189064,0.401165962,Naranja,
563,100,n,False,344,220,False,157,False,187,False,99,True,121,3,2.052837849,0.551663876,0.902634144,Azul,
564,469,s,True,345,220,True,158,False,187,False,99,False,121,6,1.652222157,0.151103973,0.501471996,Naranja,
565,157,s,True,346,220,True,159,False,187,False,99,False,121,6,1.651651859,0.150501966,0.401064157,Azul,
566,584,n,True,347,220,False,159,True,188,False,99,False,121,1,1.653279066,0.152219057,0.100425959,Azul,
567,176,n,True,348,220,False,159,True,189,False,99,False,121,1,1.647143841,0.14608407,0.300961018,Purpura,
568,530,n,True,349,220,False,159,True,190,False,99,False,121,1,2.649439812,1.148392916,0.601612091,Naranja,
569,199,n,True,350,220,False,159,True,191,False,99,False,121,2,1.651449919,0.150368929,0.501431942,Azul,
570,473,s,True,351,220,True,160,False,191,False,99,False,121,6,3.05151701,1.550341129,0.501631975,Verde,
571,449,n,False,351,221,False,160,False,191,False,99,True,122,3,3.341578007,1.840513945,0.501439095,Azul,
572,75,s,True,352,221,True,161,False,191,False,99,False,122,5,2.84421587,1.343597174,0.701847076,Naranja,
573,583,s,False,352,222,False,161,False,191,True,100,False,122,6,2.249299049,0.748739958,0.902472019,Purpura,
574,24,s,True,353,222,True,162,False,191,False,100,False,122,6,2.248399019,0.74735117,0.401612043,Naranja,
575,363,s,True,354,222,True,163,False,191,False,100,False,122,6,1.747277975,0.246198893,1.503872156,Verde,
576,283,n,True,355,222,False,163,True,192,False,100,False,122,1,2.152801037,0.651633024,0.902046919,Naranja,
577,545,s,False,355,223,False,163,False,192,True,101,False,122,6,3.351267099,1.850126028,0.601644039,Azul,
578,164,n,True,356,223,False,163,True,193,False,101,False,122,1,1.651983976,0.150850058,0.200660944,Azul,
579,163,n,True,357,223,False,163,True,194,False,101,False,122,1,1.851536036,0.35035491,1.503937006,Purpura,
580,537,s,False,357,224,False,163,False,194,True,102,False,122,6,2.850106955,1.349799871,0.501544952,Verde,
581,69,s,True,358,224,True,164,False,194,False,102,False,122,6,2.554927826,1.053823948,0.50146699,Verde,
582,112,s,True,359,224,True,165,False,194,False,102,False,122,6,2.442657948,0.941539049,4.410485983,Purpura,
583,4,s,True,360,224,True,166,False,194,False,102,False,122,6,3.35601306,1.854826927,0.602207899,Azul,
584,153,s,True,361,224,True,167,False,194,False,102,False,122,6,1.652325153,0.151263952,0.40130496,Purpura,
585,590,s,False,361,225,False,167,False,194,True,103,False,122,6,1.647068977,0.145827055,0.300862074,Azul,
586,93,s,True,362,225,True,168,False,194,False,103,False,122,6,1.651971102,0.150913,0.200754881,Azul,
587,402,s,True,363,225,True,169,False,194,False,103,False,122,6,2.047869921,0.546822071,0.50145793,Verde,
588,516,s,False,363,226,False,169,False,194,True,104,False,122,6,1.650035858,0.149398088,4.009897947,Purpura,
589,10,s,True,364,226,True,170,False,194,False,104,False,122,6,1.648113012,0.147082806,0.30092001,Azul,
590,316,s,False,364,227,False,170,False,194,True,105,False,122,4,1.651664972,0.150691986,1.002906084,Purpura,
591,223,n,True,365,227,False,170,True,195,False,105,False,122,1,3.656514168,2.155441999,0.300933123,Verde,
592,80,s,True,366,227,True,171,False,195,False,105,False,122,6,2.047791958,0.546715975,0.40121603,Purpura,
593,235,n,True,367,227,False,171,True,196,False,105,False,122,2,2.047988892,0.54685998,1.002689123,Naranja,
594,396,n,False,367,228,False,171,False,196,False,105,True,123,3,5.86219883,4.361092091,1.403470993,Purpura,
595,560,s,False,367,229,False,171,False,196,True,106,False,123,6,1.646547079,0.145455837,0.501304865,Verde,
596,179,s,False,367,230,False,171,False,196,True,107,False,123,6,1.646022797,0.144848824,0.401331186,Purpura,
597,140,s,True,368,230,True,172,False,196,False,107,False,123,6,1.64704895,0.145961046,0.300847054,Verde,
598,272,n,True,369,230,False,172,True,197,False,107,False,123,1,1.839337826,0.338132143,0.401507139,Purpura,
599,528,n,True,370,230,False,172,True,198,False,107,False,123,1,1.647006989,0.14594388,0.200639009,Verde,
600,418,n,False,370,231,False,172,False,198,False,107,True,124,3,1.649500847,0.148882866,0.401266813,Azul,
601,577,s,False,370,232,False,172,False,198,True,108,False,124,6,1.647088051,0.145904064,0.200802088,Azul,
602,518,n,True,371,232,False,172,True,199,False,108,False,124,1,5.259091139,3.757935047,0.401895046,Verde,
603,422,s,True,372,232,True,173,False,199,False,108,False,124,6,2.051403999,0.551077127,0.802378893,Verde,
604,19,n,False,372,233,False,173,False,199,False,108,True,125,1,3.050699949,1.549617767,0.401446104,Purpura,
605,585,s,False,372,234,False,173,False,199,True,109,False,125,5,2.248651028,0.747462988,0.802061796,Verde,
606,61,n,False,372,235,False,173,False,199,False,109,True,126,1,2.655088186,1.153956175,0.401071072,Azul,
607,403,s,True,373,235,True,174,False,199,False,109,False,126,6,1.652124166,0.151015043,0.301001072,Azul,
608,162,n,True,374,235,False,174,True,200,False,109,False,126,1,1.651829958,0.150629044,1.002791882,Verde,
609,437,s,True,375,235,True,175,False,200,False,109,False,126,6,1.647379875,0.147011995,0.400915861,Naranja,
610,354,s,True,376,235,True,176,False,200,False,109,False,126,6,1.637302876,0.136168957,0.702003002,Verde,
611,563,n,True,377,235,False,176,True,201,False,109,False,126,2,1.648138046,0.147079945,1.002365112,Verde,
612,275,n,True,378,235,False,176,True,202,False,109,False,126,3,2.854317904,1.353080988,0.400921822,Purpura,
613,28,s,True,379,235,True,177,False,202,False,109,False,126,6,2.152928114,0.65171814,0.501614094,Verde,
614,549,n,True,380,235,False,177,True,203,False,109,False,126,2,1.65042901,0.149853945,0.200578928,Naranja,
615,427,s,True,381,235,True,178,False,203,False,109,False,126,6,4.053025007,2.551805973,3.207912922,Azul,
616,387,n,False,381,236,False,178,False,203,False,109,True,127,3,2.950325966,1.449218035,0.701821089,Azul,
617,239,s,False,381,237,False,178,False,203,True,110,False,127,6,3.343605042,1.842417955,0.401152134,Verde,
618,105,s,True,382,237,True,179,False,203,False,110,False,127,6,1.647218943,0.146085978,0.300742149,Purpura,
619,139,s,True,383,237,True,180,False,203,False,110,False,127,6,1.651533127,0.150370121,0.301002026,Naranja,
620,36,n,False,383,238,False,180,False,203,False,110,True,128,1,1.651538134,0.150335073,0.300904036,Azul,
621,365,n,False,383,239,False,180,False,203,False,110,True,129,2,1.646981001,0.146522999,0.701991081,Azul,
622,567,n,True,384,239,False,180,True,204,False,110,False,129,2,1.646905184,0.146198034,0.702121019,Purpura,
623,188,n,True,385,239,False,180,True,205,False,110,False,129,2,2.052498102,0.551387072,2.005314112,Verde,
624,52,n,False,385,240,False,180,False,205,False,110,True,130,1,5.248934031,3.747890949,0.300690889,Azul,
625,192,n,True,386,240,False,180,True,206,False,110,False,130,1,1.652662992,0.151533127,0.601778984,Purpura,
626,156,s,True,387,240,True,181,False,206,False,110,False,130,6,1.651578903,0.150408983,0.300734043,Verde,
627,405,s,True,388,240,True,182,False,206,False,110,False,130,6,1.648426771,0.147359133,0.501366138,Verde,
628,617,n,True,389,240,False,182,True,207,False,110,False,130,1,1.647105932,0.146062136,0.300711155,Verde,
629,206,n,True,390,240,False,182,True,208,False,110,False,130,1,2.048523903,0.547407866,0.401223898,Naranja,
630,395,s,True,391,240,True,183,False,208,False,110,False,130,4,3.752280951,2.251208067,0.802268982,Verde,
631,64,n,False,391,241,False,183,False,208,False,110,True,131,1,1.651898146,0.150828123,0.301124096,Purpura,
632,32,s,True,392,241,True,184,False,208,False,110,False,131,6,1.752501011,0.251353979,0.701971054,Purpura,
633,419,s,True,393,241,True,185,False,208,False,110,False,131,6,1.653661966,0.152978897,0.301011086,Naranja,
634,337,s,True,394,241,True,186,False,208,False,110,False,131,6,1.647098064,0.145936966,0.601414919,Naranja,
635,616,n,True,395,241,False,186,True,209,False,110,False,131,1,1.647031069,0.145884037,0.100488186,Azul,
636,597,n,True,396,241,False,186,True,210,False,110,False,131,2,2.449501991,0.948346853,0.501890898,Naranja,
637,442,s,True,397,241,True,187,False,210,False,110,False,131,6,1.647014856,0.145790815,0.60136199,Purpura,
638,21,n,False,397,242,False,187,False,210,False,110,True,132,3,2.550503016,1.049393892,0.903006077,Verde,
639,42,n,False,397,243,False,187,False,210,False,110,True,133,1,3.345429182,1.844281912,1.804594994,Azul,
2719.491732,,,,,,,,,,,,,,,,,,,
