Ensayo, Estimulo, Comparacion, SignallPosition, Respuesta, Eleccion, OpcionPredicha, RTime1, RTime2, Hits, ContadorH, Rechazos, ContadorR, Falsas alarmas, ContadorF, Omisiones, ContadorM, 
0,1,1 AS-AN,Left,left,AS,1,1.64715600014,0.146602869034,1,1,1,1,0,0,0,0
46.3822820187
